Fuel_Type_Code,Station_Name,Street_Address,City,ZIP,Station_Phone,Status_Code,Groups_With_Access_Code,Access_Days_Time,EV_DC_Fast_Count,EV_Network,Provider,Geocode_Status,Latitude,Longitude,Date_Last_Confirmed,ID,Updated_At,Owner_Type_Code,Open_Date,LPG_Primary,E85_Blender_Pump,EV_Connector_Types,Access_Detail_Code,Facility_Type,CNG_Dispenser_Num,Restricted_Access,EV_Workplace_Charging,Credit,Cash,Debit,No Payment Info
BD,Casey's,314 E MAIN ST,TOLEDO,62468,217-472-0409,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.27268,-88.23986,7/11/2023,297260,7/11/2023,P,6/23/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,1014 KENTUCKY AVE,WINDSOR,61957,217-472-0412,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.43733,-88.59372,7/11/2023,297261,7/11/2023,P,6/23/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,810 OAK AVE,NEOGA,62447,217-472-0431,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.32189,-88.45101,7/11/2023,297262,7/11/2023,P,6/23/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,526 S SUPERIOR ST,RAMSEY,62080,618-227-2884,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.13941,-89.10801,7/11/2023,297263,7/11/2023,P,6/23/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,407 N MAIN ST,SMITHTON,62285,618-356-1510,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.41245,-89.99251,7/11/2023,297264,7/11/2023,P,6/23/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,101 E US ROUTE 150,OAKWOOD,61858,217-354-3940,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,40.10781,-87.7781,7/11/2023,297265,7/11/2023,P,6/23/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,750 S STATE ST,WESTVILLE,61883,217-267-7560,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,40.03569,-87.63862,7/11/2023,297266,7/11/2023,P,6/23/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,105 W POPLAR ST,ODIN,62870,618-356-1706,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.61914,-89.05483,7/11/2023,297267,7/11/2023,P,6/23/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,303 W DEARBORN ST,HAVANA,62644,309-543-4140,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,40.29392,-90.06402,7/11/2023,297268,7/11/2023,P,6/23/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,601 N ROUTE 49,CASEY,62420,217-932-5254,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.30565,-87.992,7/11/2023,297269,7/11/2023,P,6/23/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,701 E HARGRAVE ST,ATHENS,62613,217-559-2536,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.96087,-89.71438,8/10/2023,297347,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,201 N MAIN ST,FAIRMOUNT,61841,217-733-2150,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,40.04854,-87.83069,8/10/2023,297348,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,2401 MARSHALL AVE,MATTOON,61938,217-258-6913,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.47769,-88.38475,8/10/2023,297349,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,400 N 4TH ST,ELKVILLE,62932,618-227-2871,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,37.91418,-89.23555,8/10/2023,297350,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,501 W MAIN ST,COFFEEN,62017,217-472-0441,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.09235,-89.39492,8/10/2023,297351,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,1002 E MAIN ST,OLNEY,62450,618-227-2882,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.73153,-88.07542,8/10/2023,297353,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,101 S MONROE ST,ABINGDON,61410,309-340-1390,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,40.80211,-90.40182,8/10/2023,297354,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,695 COLE ST,BUSHNELL,61422,309-324-7211,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,40.55222,-90.50179,8/10/2023,297356,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,507 E STATE ST,BRIDGEPORT,62417,618-945-7182,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.71634,-87.75613,8/10/2023,297357,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,723 S STATE ST,JERSEYVILLE,62052,618-227-2907,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,39.11219,-90.32088,8/10/2023,297358,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,413 N RAILROAD AVE,BLUE MOUND,62513,217-692-2111,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.70248,-89.12166,8/10/2023,297359,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,1671 S TAYLORVILLE RD,DECATUR,62521,217-422-1128,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.82229,-88.9798,8/10/2023,297360,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,301 W QUINCY ST,GRIGGSVILLE,62340,217-833-2097,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.70815,-90.72796,8/10/2023,297361,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,115 S MAPLE ST,BRIGHTON,62012,618-372-4093,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.03773,-90.14441,8/10/2023,297362,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,5256 ST RTE 140,BETHALTO,62010,618-377-2517,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,38.89829,-90.00667,8/10/2023,297363,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,2101 E MAIN ST,DANVILLE,61832,217-443-3893,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,40.13217,-87.58935,8/10/2023,297364,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,601 W CHURCH ST,WEST SALEM,62476,618-356-1541,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,38.5208,-88.01314,8/10/2023,297366,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,808 N WABASH AVE,CENTRALIA,62801,618-545-0343,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.51023,-89.13986,8/10/2023,297367,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,425 W MAIN ST,CARLINVILLE,62626,217-471-5664,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.27952,-89.88671,8/10/2023,297368,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,320 S HAMILTON ST,SULLIVAN,61951,217-571-5113,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.59642,-88.60909,8/10/2023,297369,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,610 W UNION AVE,LITCHFIELD,62056,217-324-9380,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,39.17805,-89.66142,8/10/2023,297370,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,400 BROADWAY AVE,SOUTH ROXANA,62087,618-356-1476,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.82522,-90.06651,8/10/2023,297372,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,1556 SCHOOL ST,HILLSBORO,62049,217-559-2794,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.15588,-89.47684,8/10/2023,297375,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,501 STATE ST,LAWRENCEVILLE,62439,618-943-4958,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.72968,-87.67606,8/10/2023,297376,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,312 W MAIN ST,TEUTOPOLIS,62467,217-571-5335,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.1317,-88.4783,8/10/2023,297377,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,305 N MACOUPIN ST,GILLESPIE,62033,217-571-5318,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.1294,-89.81865,8/10/2023,297378,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,1825 KEOKUK ST,HAMILTON,62341,217-847-2849,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,40.39655,-91.33146,8/10/2023,297379,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,6301 GODFREY RD,GODFREY,62035,618-466-1419,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.95804,-90.19061,8/10/2023,297381,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,106 OBLIQUE ST,WASHBURN,61570,309-249-8665,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,40.91763,-89.29105,8/10/2023,297382,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,149 W HARRISON ST,AVISTON,62216,618-228-7206,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.61236,-89.60697,8/10/2023,297383,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,614 S WASHINGTON ST,DU QUOIN,62832,618-356-1048,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.00293,-89.23572,8/10/2023,297384,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,1117 GRAND AVE,JOHNSTON CITY,62951,618-983-6027,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,37.82228,-88.93246,8/10/2023,297385,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,1603 W MAIN ST,ROBINSON,62454,618-544-5298,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.00531,-87.75863,8/10/2023,297388,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,908 E NOLEMAN ST,CENTRALIA,62801,618-532-0726,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.52752,-89.12233,8/10/2023,297389,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,1203 S BROADWAY AVE,SALEM,62881,618-548-1297,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.61635,-88.94591,8/10/2023,297390,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,1900 18TH ST,CHARLESTON,61920,217-472-0515,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.48035,-88.16333,8/10/2023,297391,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,241 W ELM ST,WAVERLY,62692,217-435-7590,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,39.59092,-89.95512,8/10/2023,297392,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,1850 S MAIN ST,MORTON,61550,309-249-8687,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,40.59101,-89.47459,8/10/2023,297393,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,820 LINCOLN ST,AUBURN,62615,217-559-2456,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.59803,-89.75003,8/10/2023,297394,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,1700 W MAIN ST,SHELBYVILLE,62565,217-350-8655,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.40598,-88.81348,8/10/2023,297395,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,613 1/2 S SPRINGFIELD ST,VIRDEN,62690,217-965-5063,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.49319,-89.76952,8/10/2023,297396,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,1305 E MAIN ST,WEST FRANKFORT,62896,618-932-6173,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,37.89821,-88.91229,8/10/2023,297397,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,150 S STATE RTE 121,WARRENSBURG,62573,217-571-5106,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.93037,-89.05459,8/10/2023,297399,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,1310 N 8TH ST,VANDALIA,62471,618-283-7242,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.974,-89.09976,8/10/2023,297400,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,990 E BEAUMONT AVE,GREENVILLE,62246,618-356-1694,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.90072,-89.40137,8/10/2023,297401,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,1525 W MOUND RD,DECATUR,62526,217-472-0566,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.8902,-88.9837,8/10/2023,297402,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,102 E WALNUT ST,ALBION,62806,618-445-2609,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.37381,-88.05614,8/10/2023,297403,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,514 W COLLINS ST,MENDON,62351,217-571-5379,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,40.08799,-91.29195,8/10/2023,297404,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,100 HIGHLAND AVE,FAIRFIELD,62837,618-842-3521,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.37058,-88.36016,8/10/2023,297405,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,315 N CHRISTY AVE,SUMNER,62466,618-356-1718,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.71798,-87.86147,8/10/2023,297406,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,417 BUNKER HILL RD,STAUNTON,62088,618-356-1690,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.02061,-89.79123,8/10/2023,297407,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,410 W CUMBERLAND RD,ST. ELMO,62458,618-356-1710,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.02272,-88.85299,8/10/2023,297408,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,801 E WALNUT ST,CHATHAM,62629,217-472-0539,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.67695,-89.69522,8/10/2023,297409,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,1735 VANDALIA RD,HILLSBORO,62049,217-559-2795,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.14356,-89.4899,8/10/2023,297410,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,710 E MAIN ST,BENTON,62812,618-356-1225,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,37.99577,-88.90873,8/10/2023,297411,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,1320 W MAIN ST,CARMI,62821,618-227-2432,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,38.07814,-88.18003,8/10/2023,297412,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,103 N CHESTNUT ST,ARCOLA,61910,217-559-2401,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.68486,-88.30926,8/10/2023,297413,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,315 BROADWAY,HIGHLAND,62249,618-356-1691,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.73918,-89.6873,8/10/2023,297414,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,1 W 2ND ST,PANA,62557,217-562-5026,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.38941,-89.08463,8/10/2023,297415,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,400 W MONDAMIN ST,MINOOKA,60447,779-288-8164,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,41.45492,-88.26585,8/10/2023,297416,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,25258 W EAMES ST,CHANNAHON,60410,779-288-8165,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,41.43096,-88.2257,8/10/2023,297417,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,2040 E DIVISION ST,DIAMOND,60416,815-634-8655,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,41.2886,-88.25598,8/10/2023,297418,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,280 E MAIN ST,BRAIDWOOD,60408,815-458-0678,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,41.26486,-88.21297,8/10/2023,297419,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,943 N MAIN ST,MARISSA,62257,618-356-1491,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.25489,-89.75442,8/10/2023,297420,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,369 S MAIN ST,WHITE HALL,62092,217-374-6143,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,39.43159,-90.40396,8/10/2023,297423,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,304 W CLINTON ST,RUSHVILLE,62681,217-559-2686,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,40.1175,-90.56536,8/10/2023,297424,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,102 S PRAIRIEVIEW RD,MAHOMET,61853,217-586-7256,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,40.19627,-88.36482,8/10/2023,297425,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,3800 PONTOON RD,PONTOON BEACH,62040,618-356-1708,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.7314,-90.08496,8/10/2023,297426,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,500 S CENTURY BLVD,RANTOUL,61866,217-893-0163,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,40.30479,-88.15637,8/10/2023,297427,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,304 S SYCAMORE ST,VILLA GROVE,61956,217-832-8547,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.86023,-88.16055,8/10/2023,297428,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,103 E WASHINGTON ST,ASHLAND,62612,217-559-2488,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.88794,-90.0071,8/10/2023,297429,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,811 W MAIN ST,LA HARPE,61450,217-571-2106,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,40.58297,-90.97902,8/10/2023,297430,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,502 W MAIN ST,SIDNEY,61877,217-571-5108,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,40.02606,-88.08052,8/10/2023,297431,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,10846 STATE HWY 149,WEST FRANKFORT,62896,618-932-6275,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,37.89717,-88.95355,8/10/2023,297432,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,811 W MAIN ST,ELMWOOD,61529,309-249-8607,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,40.77832,-89.97815,8/10/2023,297433,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,710 BUTLER ST,TILDEN,62292,618-356-1583,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.21127,-89.68481,8/10/2023,297434,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,84 S MAIN ST,FARMINGTON,61531,309-24-54656,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,40.69733,-90.00611,8/10/2023,297435,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,313 E WASHINGTON ST,MILLSTADT,62260,618-476-7360,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.46157,-90.08725,8/10/2023,297436,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,3499 FOSTERBURG RD,ALTON,62002,618-463-1980,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.92307,-90.10637,8/10/2023,297438,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,202 S PARK ST,SESSER,62884,618-356-1644,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.09052,-89.05407,8/10/2023,297439,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,206 E DIVISION ST,FISHER,61843,217-897-1923,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,40.31097,-88.34713,8/10/2023,297440,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,502 S VICTOR ST,CHRISTOPHER,62822,618-356-1346,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,37.96875,-89.05338,8/10/2023,297441,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,1327 S MILL ST,NASHVILLE,62263,618-327-8115,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,38.33369,-89.38126,8/10/2023,297442,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,2020 N MAIN ST,CANTON,61520,309-647-1471,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,40.59067,-90.03617,8/10/2023,297443,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,901 W WALNUT ST,JACKSONVILLE,62650,217-559-2658,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,39.74512,-90.24356,8/10/2023,297444,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,800 N STATE ST,FREEBURG,62243,618-539-4726,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,38.4379,-89.91597,8/10/2023,297445,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
BD,Casey's,1801 S MAIN ST,EUREKA,61530,309-249-8464,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,40.70458,-89.27222,8/10/2023,297446,8/10/2023,P,6/27/2023,False,False,NA,CALL,GAS_STATION,0,False,False,0,1,1,0
